,date,T,TM,Tm,SLP,H,PP,VV,V,VM,Month,years
2035,13,25.9,35.1,18.8,1011.8,44.0,0.0,10.0,6.5,11.1,10,1982
2036,14,27.2,35.0,18.8,1011.7,45.0,0.0,9.2,3.7,11.1,10,1982
2037,15,27.1,34.6,19.6,1011.0,47.0,0.0,10.0,5.6,18.3,10,1982
2038,19,25.6,30.4,19.6,1009.3,67.0,0.51,9.0,0.6,3.5,10,1982
2039,20,25.1,34.0,19.5,1007.5,66.0,4.06,9.0,9.8,18.3,10,1982
2040,21,21.3,23.8,19.5,1011.0133333333333,86.0,0.0,10.0,4.6,18.3,10,1982
2041,25,25.1,33.0,17.4,1011.5,48.0,0.0,8.9,4.6,14.8,10,1982
2042,26,24.6,32.5,16.6,1008.7,57.0,0.0,9.2,11.3,20.6,10,1982
2043,27,24.3,33.1,17.8,1009.5,66.0,0.0,10.0,6.7,14.8,10,1982
2044,31,23.1,32.0,18.0,1013.2,73.0,5.08,9.0,6.5,14.8,10,1982
2045,1,23.6,31.2,18.8,1014.0,62.0,0.0,10.0,8.7,11.1,11,1982
2046,2,23.9,30.7,16.6,1014.9,60.0,0.0,10.0,3.3,14.8,11,1982
2047,3,23.2,30.6,16.1,1014.8,53.0,0.0,9.0,5.6,18.3,11,1982
2048,7,22.9,28.4,18.8,1012.1,73.0,4.06,6.6,12.8,18.3,11,1982
2049,8,19.8,21.0,18.1,1009.7,92.0,8.89,9.7,18.7,25.9,11,1982
2050,9,19.6,21.3,18.4,1006.1,95.0,26.92,5.8,13.7,33.5,11,1982
2051,13,20.2,28.0,13.8,1013.8,68.0,0.0,8.9,0.6,3.5,11,1982
2052,14,20.6,28.8,13.8,1013.0,61.0,0.0,8.9,0.6,3.5,11,1982
2053,15,21.6,30.6,15.4,1013.6,61.0,0.0,10.0,4.3,14.8,11,1982
2054,19,23.1,29.8,16.2,1014.2,57.0,0.0,8.9,2.4,11.1,11,1982
2055,20,21.1,24.4,16.6,1013.4,72.0,0.0,8.0,4.1,7.6,11,1982
2056,21,23.3,29.4,17.2,1012.2,60.0,0.0,8.5,5.2,18.3,11,1982
2057,25,22.2,29.8,15.3,1010.1,62.0,0.0,8.4,4.4,14.8,11,1982
2058,26,20.3,29.0,15.3,1011.9,61.0,0.0,10.0,7.8,18.3,11,1982
2059,27,17.9,26.0,13.1,1014.0,62.0,0.0,8.9,6.7,74.1,11,1982
2060,1,20.3,28.6,11.4,1015.8,37.0,0.0,10.0,2.2,7.6,12,1982
2061,2,19.3,28.8,10.1,1015.4,52.0,0.0,10.0,0.0,9.4,12,1982
2062,3,18.6,26.4,12.2,1017.5,52.0,0.0,10.0,1.7,11.1,12,1982
2063,7,19.6,29.8,11.6,1014.8,59.0,0.0,8.5,4.1,14.8,12,1982
2064,8,21.4,30.9,12.6,1016.3,55.0,0.0,8.0,5.4,14.8,12,1982
2065,9,21.8,30.9,13.1,1018.0,58.0,0.0,8.9,3.5,18.3,12,1982
2066,13,20.7,27.6,13.6,1015.7,54.0,0.0,8.2,3.5,9.4,12,1982
2067,14,21.8,29.8,14.5,1015.0,53.0,0.0,9.0,5.7,14.8,12,1982
2068,15,24.3,30.6,16.2,1012.6,51.0,0.0,10.0,10.4,37.0,12,1982
2069,19,21.9,31.0,14.9,1014.9,58.0,0.0,9.2,1.7,7.6,12,1982
2070,20,20.7,29.8,13.4,1015.8,55.0,0.0,8.2,5.0,14.8,12,1982
2071,21,18.8,28.3,13.5,1016.8,65.0,0.0,16.4,7.0,11.1,12,1982
2072,25,17.7,26.9,10.0,1015.6,47.0,0.0,9.2,6.1,11.1,12,1982
2073,26,17.7,27.6,10.8,1015.4,54.0,0.0,9.0,6.9,11.1,12,1982
2074,27,21.3,28.0,14.1,1010.8,48.0,0.0,10.0,13.5,22.2,12,1982
2075,31,17.6,26.9,8.1,1015.4,40.0,0.0,8.5,5.2,14.8,12,1982
2076,1,16.4,25.4,8.8,1016.2,46.0,0.0,9.2,4.4,11.1,1,1983
2077,2,14.8,23.7,9.0,1014.2,48.0,0.0,10.0,1.1,5.4,1,1983
2078,3,13.8,22.4,7.2,1017.1,44.0,0.0,9.2,3.0,7.6,1,1983
2079,7,21.1,29.9,8.9,1015.2,28.0,0.0,9.0,13.3,18.3,1,1983
2080,8,18.1,24.6,11.0,1015.0,58.0,0.0,10.0,5.2,18.3,1,1983
2081,9,17.3,26.0,10.1,1015.2,43.0,0.0,8.0,3.7,11.1,1,1983
2082,13,13.6,21.0,4.4,1017.5,45.0,0.0,8.0,9.4,14.8,1,1983
2083,14,15.1,26.3,5.1,1015.2,46.0,0.0,8.2,3.1,11.1,1,1983
2084,15,18.1,29.1,7.3,1014.5,39.0,0.0,8.5,9.6,24.1,1,1983
2085,19,16.8,24.7,8.3,1016.5,49.0,0.0,8.0,8.1,11.1,1,1983
2086,20,14.3,22.8,6.7,1018.9,45.0,0.0,8.9,7.4,40.7,1,1983
2087,21,17.3,26.9,6.7,1018.8,39.0,0.0,9.0,6.1,11.1,1,1983
2088,25,18.8,26.4,11.6,1016.4,49.0,0.0,8.9,3.3,11.1,1,1983
2089,26,22.5,30.1,10.1,1014.0,49.0,0.0,9.0,10.7,27.8,1,1983
2090,27,18.0,28.8,13.5,1014.4,66.0,0.25,10.0,7.4,14.8,1,1983
2091,31,15.8,24.0,9.6,1013.6,49.0,0.0,9.2,11.1,18.3,1,1983
2092,1,15.3,22.8,6.5,1014.7,42.0,0.0,9.2,3.9,9.4,2,1983
2093,2,16.1,23.0,7.1,1016.5,33.0,0.0,8.2,5.0,9.4,2,1983
2094,3,14.7,22.3,7.2,1018.3,39.0,0.0,10.0,6.9,11.1,2,1983
2095,7,16.4,25.7,8.6,1014.5,35.0,0.0,9.2,12.0,18.3,2,1983
2096,8,15.9,23.8,7.6,1015.0,38.0,0.0,10.0,14.3,18.3,2,1983
2097,9,15.7,23.1,8.2,1016.7,38.0,0.0,9.2,12.2,18.3,2,1983
2098,13,21.1,32.4,14.4,1009.2,38.0,0.0,8.9,8.0,11.1,2,1983
2099,14,21.9,29.4,13.7,1012.9,44.0,0.0,9.2,7.6,18.3,2,1983
2100,15,21.7,28.4,13.2,1014.0,49.0,0.0,9.0,5.7,14.8,2,1983
2101,19,21.4,28.4,14.4,1013.5,37.0,0.0,10.0,3.1,11.1,2,1983
2102,20,21.2,29.5,10.5,1012.7,29.0,0.0,9.2,11.3,18.3,2,1983
2103,21,21.4,30.0,13.8,1012.0,40.0,0.0,10.0,18.7,25.9,2,1983
2104,25,21.5,29.9,13.6,1013.5,28.0,0.0,10.0,10.7,22.2,2,1983
2105,26,19.1,28.2,10.5,1013.8,32.0,0.0,9.2,6.7,16.5,2,1983
2106,27,21.2,30.3,12.1,1013.5,28.0,0.0,10.3,4.4,11.1,2,1983
2107,1,22.4,32.3,14.6,1012.8,42.0,0.0,9.2,17.2,22.2,3,1983
2108,2,20.5,28.3,12.9,1013.8,59.0,0.0,10.0,16.1,33.5,3,1983
2109,3,22.2,29.1,15.1,1014.1,47.0,0.0,10.0,9.3,16.5,3,1983
2110,7,24.6,33.6,12.7,1013.6,21.0,0.0,9.0,4.3,9.4,3,1983
2111,8,27.1,36.4,14.0,1011.7,21.0,0.0,10.0,6.7,11.1,3,1983
2112,9,28.2,38.0,16.1,1011.1,29.0,0.0,9.2,14.1,27.8,3,1983
2113,13,26.1,35.5,16.4,1011.3,22.0,0.0,9.0,9.8,18.3,3,1983
2114,14,27.1,36.2,17.8,1008.7,17.0,0.0,10.0,23.0,29.4,3,1983
2115,15,25.3,32.7,18.2,1009.1,27.0,0.0,8.0,17.4,29.4,3,1983
2116,19,26.2,36.6,17.3,1007.1,38.0,0.0,10.0,20.9,27.8,3,1983
2117,20,21.9,29.5,12.8,1008.6,24.0,0.0,10.0,24.1,33.5,3,1983
2118,21,20.3,29.1,10.1,1010.3,20.0,0.0,10.0,15.2,18.3,3,1983
2119,25,27.4,36.4,17.0,1009.5,19.0,0.0,10.0,23.3,27.8,3,1983
2120,26,25.5,33.8,18.4,1009.4,37.0,0.0,10.0,23.9,35.2,3,1983
2121,27,24.2,34.0,14.7,1009.5,21.0,0.0,10.0,20.7,29.4,3,1983
2122,31,26.9,37.0,15.0,1010.2,15.0,0.0,9.2,10.2,18.3,3,1983
2123,1,32.5,38.0,17.2,1008.8,11.0,0.0,10.0,17.2,27.8,4,1983
2124,2,27.62,35.766666666666666,18.553333333333335,1007.6533333333333,30.933333333333334,0.33866666666666667,9.86,17.38,25.766666666666666,4,1983
2125,3,27.8,35.0,21.7,1009.6,28.0,0.0,10.0,19.4,29.4,4,1983
2126,4,26.7,33.4,21.1,1010.2,36.0,0.0,9.5,18.1,25.9,4,1983
2127,8,27.1,34.8,11.1,1006.5,39.0,0.0,10.0,25.0,38.9,4,1983
2128,9,23.7,33.3,17.0,1007.7,35.0,0.0,10.0,16.7,24.1,4,1983
2129,10,24.8,34.1,16.4,1007.9,30.0,0.0,10.0,18.5,24.1,4,1983
2130,14,25.5,31.3,20.2,1005.8,48.0,0.0,10.0,20.4,27.8,4,1983
2131,15,22.1,30.0,18.3,1006.3,70.0,5.08,9.2,16.5,25.9,4,1983
2132,16,22.1,30.1,16.6,1008.0,51.0,0.0,9.2,17.4,25.9,4,1983
2133,20,27.8,36.0,17.2,1010.6,18.0,0.0,10.0,15.7,22.2,4,1983
2134,21,27.3,37.0,19.2,1009.0,17.0,0.0,10.0,12.4,22.2,4,1983
2135,22,30.6,38.5,18.1,1006.1,14.0,0.0,10.0,11.5,18.3,4,1983
2136,26,31.5,40.7,19.5,1007.0,28.0,0.0,10.0,14.8,22.2,4,1983
2137,27,31.4,42.0,22.1,1006.2,21.0,0.0,10.0,20.2,25.9,4,1983
2138,28,33.4,42.3,22.6,1005.1,18.0,0.0,10.0,16.9,25.9,4,1983
2139,29,27.62,35.766666666666666,18.553333333333335,1007.6533333333333,30.933333333333334,0.33866666666666667,9.86,17.38,25.766666666666666,4,1983
2140,1,30.6,39.2,22.1,1002.9,31.0,0.0,10.0,28.5,40.7,5,1983
2141,2,29.8,38.4,22.8,1005.9,36.0,0.0,10.0,24.1,33.5,5,1983
2142,3,31.7,39.2,21.1,1007.0,29.0,0.0,10.0,12.6,20.6,5,1983
2143,7,33.2,42.5,25.4,1004.4,17.0,0.0,10.0,32.4,40.7,5,1983
2144,8,31.2,41.1,22.7,1005.5,16.0,0.0,9.2,27.0,40.7,5,1983
2145,9,31.4,40.0,23.4,1004.7,27.0,0.0,11.4,22.2,38.9,5,1983
2146,13,32.1,40.4,24.9,1005.0,36.0,0.76,9.2,16.9,27.8,5,1983
2147,14,34.9,41.3,28.4,1003.9,20.0,0.0,6.0,24.6,27.8,5,1983
2148,15,32.4,40.4,25.5,1005.7,29.0,0.25,8.5,15.2,22.2,5,1983
2149,19,28.3,40.0,20.9,1004.8,50.0,4.06,8.2,22.8,70.2,5,1983
2150,20,28.9,38.6,22.1,1002.5,55.0,0.0,6.6,17.8,27.8,5,1983
2151,21,30.9,38.2,23.6,1002.7,49.0,0.0,8.5,27.2,38.9,5,1983
2152,25,33.3,41.4,25.3,1003.6,35.0,0.0,8.2,24.6,33.5,5,1983
2153,26,33.9,41.1,23.7,1004.2,29.0,0.0,8.5,17.6,22.2,5,1983
2154,27,34.1,42.6,25.4,1004.5,27.0,0.0,10.0,15.6,22.2,5,1983
2155,31,33.1,40.8,26.6,1004.0,35.0,0.0,10.0,19.4,27.8,5,1983
2156,1,36.3,42.8,27.1,1002.6,22.0,0.0,9.0,20.6,27.8,6,1983
2157,2,35.7,43.2,27.3,1001.2,24.0,0.51,10.0,23.2,33.5,6,1983
2158,3,32.2,40.0,25.8,1003.4,40.0,0.0,5.8,27.0,33.5,6,1983
2159,7,31.4,38.7,24.8,1001.6,41.0,0.0,9.8,29.3,38.9,6,1983
2160,8,33.4,39.0,28.6,1000.6,37.0,0.0,12.2,19.661538461538463,30.376923076923077,6,1983
2161,9,33.1,39.7,24.5,1001.4,36.0,0.0,7.4,17.8,22.2,6,1983
2162,13,28.3,34.7,20.8,1004.9,57.0,35.05,8.4,10.6,18.3,6,1983
2163,14,30.673333333333332,36.92,24.926666666666666,1001.1266666666667,50.46666666666667,4.03,8.36,19.661538461538463,30.376923076923077,6,1983
2164,15,33.3,41.2,25.5,1001.9,36.0,0.0,6.3,13.3,24.1,6,1983
2165,16,30.7,37.2,25.7,1003.6,52.0,0.0,8.2,13.5,33.5,6,1983
2166,20,28.8,34.4,24.4,1002.7,58.0,0.0,9.2,18.5,33.5,6,1983
2167,21,28.4,34.7,23.5,1001.9,62.0,0.0,8.5,22.8,27.8,6,1983
2168,22,28.1,32.9,23.3,1001.6,62.0,0.0,8.2,28.3,38.9,6,1983
2169,26,30.673333333333332,36.92,24.926666666666666,1001.1266666666667,50.46666666666667,4.03,8.36,19.661538461538463,30.376923076923077,6,1983
2170,27,28.1,35.6,24.0,995.0,67.0,8.89,10.0,18.1,33.5,6,1983
2171,28,27.5,32.5,25.0,995.5,70.0,0.0,7.6,19.661538461538463,30.376923076923077,6,1983
2172,29,24.8,27.2,23.6,999.0,93.0,16.0,4.8,12.6,29.4,6,1983
2173,1,27.2,30.9,23.6,1003.6,74.0,0.0,7.4,24.3,31.3,7,1983
2174,2,26.2,31.1,23.8,1001.1,77.0,0.0,6.9,31.1,38.9,7,1983
2175,3,24.7,29.8,22.8,1001.4,89.0,6.1,6.3,22.2,38.9,7,1983
2176,7,27.3,32.4,22.5,1004.7,69.0,6.1,6.4,22.0,33.5,7,1983
2177,8,26.793333333333333,31.34,23.52,1000.5214285714286,80.0,2.9473333333333334,7.62,15.335714285714285,23.928571428571427,7,1983
2178,9,28.1,35.8,23.4,1003.2,70.0,1.02,3.5,12.0,14.8,7,1983
2179,10,26.6,33.7,22.6,1002.4,75.0,16.0,4.8,15.6,29.4,7,1983
2180,14,29.3,32.5,24.1,998.2,75.0,1.02,7.4,7.8,22.2,7,1983
2181,15,27.8,32.6,24.3,998.8,81.0,0.0,10.0,4.8,18.3,7,1983
2182,16,26.8,29.8,24.1,998.3,87.0,2.03,9.0,7.4,11.1,7,1983
2183,20,26.6,31.2,23.0,995.1,85.0,0.0,8.5,5.2,9.4,7,1983
2184,21,26.7,29.7,23.2,996.4,85.0,6.1,7.4,3.7,9.4,7,1983
2185,22,26.1,31.6,23.9,999.4,85.0,5.08,9.0,15.2,27.8,7,1983
2186,26,24.8,29.6,23.1,1001.7,90.0,0.76,7.7,20.4,22.2,7,1983
2187,27,26.5,30.2,23.4,1003.0,81.0,0.0,10.0,23.0,27.8,7,1983
2188,28,27.2,29.2,25.0,1000.5214285714286,77.0,0.0,10.0,15.335714285714285,23.928571428571427,7,1983
2189,1,23.9,25.5,22.8,1002.1,93.0,3.05,6.3,8.7,14.8,8,1983
2190,2,25.1,28.0,23.0,1002.0,89.0,0.0,8.7,7.4,11.1,8,1983
2191,3,25.8,29.7,23.4,1003.5,85.0,2.03,10.0,6.7,11.1,8,1983
2192,7,24.7,27.0,23.4,999.7,94.0,9.91,8.0,18.5,22.2,8,1983
2193,8,26.1,31.0,23.5,999.6,85.0,50.04,10.0,12.4,27.8,8,1983
2194,9,26.4,32.6,23.7,1001.7,84.0,0.25,9.2,8.7,18.3,8,1983
2195,13,25.6,29.5,22.6,999.4,87.0,0.25,10.0,11.7,14.8,8,1983
2196,14,24.7,26.2,24.0,999.2,91.0,3.05,11.6,14.8,18.3,8,1983
2197,15,25.7,31.0,22.5,998.3,87.0,5.08,10.0,14.3,29.4,8,1983
2198,19,25.7,30.3,23.0,1000.3,88.0,0.0,8.5,13.1,20.6,8,1983
2199,20,24.2,26.4,22.6,1001.3,92.0,40.89,8.2,19.8,29.4,8,1983
2200,21,24.1,26.0,22.6,1003.2,92.0,7.87,6.4,20.0,27.8,8,1983
2201,25,24.7,28.5,22.1,1003.9,86.0,7.11,9.0,17.6,22.2,8,1983
2202,26,25.2,29.9,22.7,1004.2,83.0,0.0,10.0,13.1,18.3,8,1983
2203,27,25.4,29.6,23.0,1004.6,85.0,0.25,10.0,18.5,25.9,8,1983
2204,31,25.2,28.0,23.1,1004.5,91.0,10.92,8.0,18.5,31.3,8,1983
2205,1,24.6,26.5,23.1,1004.0,91.0,0.0,9.0,19.8,22.2,9,1983
2206,2,24.8,28.0,23.2,1004.5,89.0,1.02,6.4,11.1,16.5,9,1983
2207,3,25.4,33.3,22.6,1004.3,87.0,2.03,6.3,14.8,18.3,9,1983
2208,7,24.5,28.0,22.8,1003.9,92.0,0.0,7.4,16.1,22.2,9,1983
2209,8,24.0,28.0,22.7,1003.5,94.0,0.51,9.2,15.6,22.2,9,1983
2210,9,23.7,25.5,22.5,1003.8,95.0,21.08,6.6,18.1,22.2,9,1983
2211,13,27.3,33.0,22.8,1006.0,76.0,0.0,9.2,9.8,22.2,9,1983
2212,14,24.8,29.0,22.8,1004.7,89.0,2.03,7.6,10.0,14.8,9,1983
2213,15,26.0,32.0,22.1,1004.2,83.0,14.99,8.0,8.9,14.8,9,1983
2214,19,25.9,33.0,22.0,1003.2,83.0,2.03,10.0,8.0,20.6,9,1983
2215,20,26.6,32.0,22.1,1005.3,79.0,0.0,10.0,5.0,14.8,9,1983
2216,21,25.6,31.6,22.1,1005.2,85.0,0.25,8.5,10.6,18.3,9,1983
2217,25,25.6,31.5,22.5,1003.8,85.0,0.0,8.0,0.6,3.5,9,1983
2218,26,26.2,30.7,22.8,1002.0,83.0,4.06,10.0,3.7,9.4,9,1983
2219,27,26.2,31.8,22.2,1003.2,76.0,12.95,9.2,7.4,33.5,9,1983
2220,1,25.7,30.2,22.4,1005.3,83.0,0.0,10.9,11.7,22.2,10,1983
2221,2,25.5,32.0,21.6,1005.1,81.0,0.0,7.4,12.2,18.3,10,1983
2222,3,27.2,32.6,22.2,1005.4,72.0,7.87,8.9,8.7,18.3,10,1983
2223,7,26.6,30.5,22.6,1004.7,77.0,0.0,9.2,8.1,14.8,10,1983
2224,8,25.3,29.3,22.8,1006.1,88.0,3.05,7.6,9.8,22.2,10,1983
2225,9,25.2,29.5,22.4,1006.1,83.0,28.96,7.4,6.1,14.8,10,1983
2226,13,25.9,31.4,19.5,1006.8,63.0,0.0,14.0,5.0,11.1,10,1983
2227,14,24.6,30.6,18.6,1008.3,69.0,0.0,8.9,15.4,37.0,10,1983
2228,15,23.8,30.1,16.5,1008.7,58.0,0.0,8.2,7.2,20.6,10,1983
2229,19,23.4,30.1,15.2,1011.1,47.0,0.0,12.7,3.1,14.8,10,1983
2230,20,21.9,29.1,15.0,1012.2,47.0,0.0,10.3,2.6,14.8,10,1983
2231,21,21.6,29.6,15.2,1012.6,42.0,0.0,11.6,0.6,14.8,10,1983
2232,25,22.0,28.6,15.2,1012.9,39.0,0.0,11.4,5.0,14.8,10,1983
2233,26,21.5,29.6,14.8,1015.3,41.0,0.0,11.4,3.5,14.8,10,1983
2234,27,21.4,28.6,12.5,1016.0,36.0,0.0,13.2,3.0,14.8,10,1983
2235,31,21.3,29.1,13.9,1016.9,46.0,0.0,10.8,6.1,14.8,10,1983
2236,1,21.3,28.6,13.9,1016.7,44.0,0.0,8.7,2.0,5.4,11,1983
2237,2,21.3,29.8,14.2,1013.9,46.0,0.0,9.0,3.0,14.8,11,1983
2238,3,21.9,31.3,13.7,1013.2,44.0,0.0,11.4,3.0,14.8,11,1983
2239,7,20.2,28.6,11.0,1012.5,37.0,0.0,10.6,7.2,24.1,11,1983
2240,8,20.4,28.2,9.8,1012.8,36.0,0.0,9.2,1.5,11.1,11,1983
2241,9,18.7,28.8,11.0,1012.8,41.0,0.0,8.2,0.0,11.942857142857143,11,1983
2242,13,18.3,27.7,11.4,1016.5,37.0,0.0,9.2,3.1,14.8,11,1983
2243,14,20.0,28.5,9.6,1015.7,38.0,0.0,10.3,2.6,14.8,11,1983
2244,15,21.5,29.1,11.2,1014.0,35.0,0.0,14.6,4.1,11.1,11,1983
2245,19,19.6,28.8,11.3,1016.6,40.0,0.0,9.2,2.4,7.6,11,1983
2246,20,20.9,29.6,10.4,1017.8,34.0,0.0,9.2,1.5,7.6,11,1983
2247,21,18.4,27.1,11.5,1017.4,43.0,0.0,10.6,2.2,9.4,11,1983
2248,25,17.5,26.2,9.9,1018.6,46.0,0.0,9.0,5.0,7.6,11,1983
2249,26,18.5,26.1,10.6,1018.8,48.0,0.0,8.9,3.3,7.6,11,1983
2250,27,19.4,27.4,11.0,1019.9,45.0,0.0,8.4,8.5,16.5,11,1983
2251,1,16.1,26.2,8.6,1018.5,46.0,0.0,9.2,6.3,9.4,12,1983
2252,2,19.2,27.6,9.0,1016.8,40.0,0.0,8.7,8.3,20.6,12,1983
2253,3,14.5,22.8,8.7,1020.1,54.0,0.0,9.2,4.1,9.4,12,1983
2254,7,16.1,23.3,8.1,1019.8,35.0,0.0,8.9,5.4,11.1,12,1983
2255,8,15.1,22.6,6.6,1018.0,38.0,0.0,8.9,6.3,14.8,12,1983
2256,9,15.4,22.9,8.1,1017.5,47.0,0.0,7.6,4.8,11.1,12,1983
2257,13,19.1,26.9,10.6,1014.9,51.0,0.0,8.5,9.1,11.1,12,1983
2258,14,19.7,28.4,11.4,1016.0,50.0,0.0,8.9,7.6,22.2,12,1983
2259,15,20.4,28.3,11.1,1016.2,43.0,0.0,9.2,5.4,11.1,12,1983
2260,19,20.6,29.1,13.6,1013.1,42.0,0.0,9.2,6.1,11.1,12,1983
2261,20,20.4,27.0,13.3,1012.7,48.0,0.0,9.2,5.4,11.1,12,1983
2262,21,21.1,28.5,13.2,1013.0,46.0,0.0,9.2,3.7,18.3,12,1983
2263,25,17.4,22.2,11.0,1013.7,77.0,0.0,9.0,13.0,22.2,12,1983
2264,26,12.8,21.9,7.1,1012.6,43.0,0.0,9.2,6.9,9.4,12,1983
2265,27,12.4,20.5,4.6,1014.2,36.0,0.0,10.0,3.9,11.1,12,1983
2266,31,17.4,26.6,8.4,1014.3,39.0,0.0,10.0,6.9,14.8,12,1983
2267,1,20.2,25.6,13.6,1012.4,62.0,0.0,10.0,7.4,11.1,1,1984
2268,2,13.9,23.4,9.3,1016.8,78.0,0.51,6.3,7.4,14.8,1,1984
2269,3,15.5,22.7,7.6,1018.1,61.0,0.0,7.6,11.7,18.3,1,1984
2270,7,16.8,22.6,5.5,1016.5,35.0,0.0,8.7,8.3,11.1,1,1984
2271,8,14.6,19.5,9.8,1018.1,81.0,0.0,3.5,15.6,18.3,1,1984
2272,9,16.9,21.5,14.2,1014.8,84.0,0.0,3.2,9.6,14.8,1,1984
2273,13,20.6,27.0,14.8,1013.9,59.0,0.0,6.0,1.9,5.4,1,1984
2274,14,18.6,28.0,12.2,1010.5,67.0,0.0,8.2,3.7,9.4,1,1984
2275,15,20.4,28.8,12.4,1009.5,43.0,0.0,10.0,13.1,27.8,1,1984
2276,19,17.1,26.2,10.4,1009.9,45.0,0.0,9.2,5.0,14.8,1,1984
2277,20,16.8,22.6,9.1,1011.6,41.0,0.0,9.2,6.3,11.1,1,1984
2278,21,18.3,26.3,10.0,1010.4,37.0,0.0,8.7,8.3,11.1,1,1984
2279,25,18.9,28.3,10.8,1013.4,36.0,0.0,10.0,7.4,14.8,1,1984
2280,26,17.7,24.7,8.1,1015.1,41.0,0.0,7.7,5.9,9.4,1,1984
2281,27,15.6,24.0,9.2,1014.7,59.0,0.0,8.9,9.4,11.1,1,1984
2282,31,21.2,31.8,13.0,1011.1,43.0,0.0,9.2,9.3,22.2,1,1984
2283,1,20.8,26.0,15.6,1011.4,52.0,0.0,10.0,4.8,11.1,2,1984
2284,2,19.7,27.1,14.4,1010.9,58.0,0.0,8.2,8.0,11.1,2,1984
2285,3,17.9,26.3,11.7,1012.7,47.0,0.51,9.2,8.1,11.1,2,1984
2286,7,18.3,28.9,12.2,1010.4,40.0,3.05,9.2,10.6,14.8,2,1984
2287,8,18.9,24.6,8.2,1013.2,32.0,0.0,8.9,6.7,9.4,2,1984
2288,9,19.2,29.1,9.4,1010.4,32.0,0.0,8.9,5.6,9.4,2,1984
2289,13,15.0,22.4,7.5,1017.2,52.0,0.0,8.9,10.6,22.2,2,1984
2290,14,17.0,24.3,7.7,1016.4,38.0,0.0,8.9,6.9,18.3,2,1984
2291,15,21.3,28.4,11.0,1011.2,38.0,0.0,10.0,6.1,14.8,2,1984
2292,19,18.1,27.6,10.2,1010.7,41.0,0.0,10.0,15.7,22.2,2,1984
2293,20,15.9,23.4,10.6,1013.7,36.0,0.0,9.0,20.4,46.5,2,1984
2294,21,12.5,21.3,4.6,1018.1,22.0,0.0,7.4,9.3,14.8,2,1984
2295,25,16.0,24.4,5.1,1018.1,20.0,0.0,9.2,9.4,11.1,2,1984
2296,26,17.4,27.1,6.8,1017.1,22.0,0.0,8.9,7.6,14.8,2,1984
2297,27,18.9,28.1,7.9,1016.3,22.0,0.0,9.2,7.0,9.4,2,1984
2298,1,22.4,30.0,13.5,1016.2,18.0,0.0,8.9,7.4,14.8,3,1984
2299,2,23.9,31.5,15.0,1014.9,18.0,0.0,12.9,6.1,11.1,3,1984
2300,3,21.7,29.0,14.6,1015.0,21.0,0.0,8.7,4.6,14.8,3,1984
2301,7,25.6,34.3,14.8,1009.7,23.0,0.0,9.0,8.5,14.8,3,1984
2302,8,26.4,33.8,20.4,1009.7,21.0,0.0,9.2,6.5,11.1,3,1984
2303,9,26.6,34.8,15.7,1009.1,16.0,0.0,9.2,5.6,11.1,3,1984
2304,13,25.8,34.8,17.1,1008.6,17.0,0.0,13.7,11.3,18.3,3,1984
2305,14,26.8,35.1,15.4,1009.5,20.0,0.0,14.3,14.8,22.2,3,1984
2306,15,27.1,34.8,17.1,1011.3,23.0,0.0,12.9,5.9,9.4,3,1984
2307,19,23.8,31.9,15.7,1013.0,19.0,0.0,9.2,9.6,20.6,3,1984
2308,20,24.5,33.0,14.4,1013.4,18.0,0.0,10.0,5.2,14.8,3,1984
2309,21,27.2,35.2,16.6,1011.8,18.0,0.0,9.0,3.7,11.1,3,1984
2310,25,29.3,37.2,20.0,1007.5,21.0,0.0,10.0,11.7,18.3,3,1984
2311,26,28.2,37.3,21.6,1009.2,20.0,0.0,11.4,11.9,18.3,3,1984
2312,27,29.2,36.0,20.5,1010.5,17.0,0.0,12.6,6.3,9.4,3,1984
2313,31,32.0,41.1,20.6,1005.9,19.0,0.0,12.6,11.9,37.0,3,1984
2314,1,31.2,39.9,21.2,1007.5,21.0,0.0,10.0,4.8,9.4,4,1984
2315,2,31.9,39.6,24.5,1005.7,17.0,0.0,10.0,13.3,18.3,4,1984
2316,3,31.9,39.3,24.3,1004.5,18.0,0.0,11.4,11.5,25.9,4,1984
2317,7,29.2,36.7,20.0,1004.6,22.0,0.0,14.3,10.9,18.3,4,1984
2318,8,28.6,38.0,19.4,1005.4,21.0,0.0,14.0,6.9,14.8,4,1984
2319,9,29.4,36.6,22.1,1007.2,20.0,0.0,8.0,13.0,22.2,4,1984
2320,13,30.5,38.1,19.1,1007.3,15.0,0.0,13.7,3.3,9.4,4,1984
2321,14,31.8,38.6,20.6,1006.7,16.0,0.0,11.6,3.3,5.4,4,1984
2322,15,33.3,41.0,23.6,1004.7,13.0,0.0,10.0,6.1,11.1,4,1984
2323,19,30.5,40.0,25.6,1003.7,20.0,0.0,11.4,14.1,25.9,4,1984
2324,20,31.9,39.1,23.7,1003.6,17.0,0.0,10.9,14.1,22.2,4,1984
2325,21,29.5,37.4,23.2,1004.4,21.0,0.0,10.0,12.4,29.4,4,1984
2326,25,30.866666666666667,38.733333333333334,22.46,1005.1266666666667,18.866666666666667,0.0,11.406666666666666,10.533333333333333,19.82,4,1984
2327,26,32.6,40.7,24.0,1003.7,17.0,0.0,13.7,9.3,16.5,4,1984
